sentence,clean_text,sentimen,label_sentimen
"Sangat pas untuk kongkow dengan keluarga dan kerabat,, sangat berdekatan dengan area taman BKT..rekommended","pas kongkow keluarga kerabat,, berdekatan area taman bkt..rekommended",0.0,0
"Mantap. Makanan nya disini enak banyak pilihannya. Pelayanan cepat, Ramah, bersih, dan nyaman. Interior nya pun bagus. Pelayanan nya nomor satu. Sukses selalu buat mcd duren sawit .","mantap. makanan nya enak pilihannya. pelayanan cepat, ramah, bersih, nyaman. interior nya bagus. pelayanan nya nomor satu. sukses mcd duren sawit .",0.0,0
Not too crowded and in strategic places.. Good service,not too crowded and in strategic places.. good service,0.4404,1
"Pelayanan ramah, petugas sangat membantu,leader nya juga baik. Yang paling disukai sama anak anak pastinya arena bermain. …","pelayanan ramah, petugas membantu,leader nya baik. disukai anak anak pastinya arena bermain. …",0.0,0
Halaman parkir yg cukup luas karena emang tempat makan yg d rancang khusus untuk fast Drive .. penyajian makanan yg cukup cepat sehingga kita tak perlu menunggu lama pun dengan harga worth ith,halaman parkir yg luas emang makan yg d rancang khusus fast drive .. penyajian makanan yg cepat menunggu harga worth ith,0.2263,1
"Karyawannya baik banget, saya numpahin mnum ga sengaja,responnya cepat langusng di lap mejanya dan lantainya langsung di pel, dan tiba2 saya diambilkan lagi mnumnya yang baru👍🏻👍🏻👍🏻👍🏻👍🏻 Boss MCDnya Mohon naikan gaji karyawanmu. Karyawanmu Baik Hati. …","karyawannya banget, numpahin mnum ga sengaja,responnya cepat langusng lap mejanya lantainya langsung pel, tiba2 diambilkan mnumnya baru👍🏻👍🏻👍🏻👍🏻👍🏻 boss mcdnya mohon naikan gaji karyawanmu. karyawanmu hati. …",0.0,0
"Ada layanan drive thru. Lokasi persis pada lampu merah. Hati hati ya, kalau belok kiri.","layanan drive thru. lokasi persis lampu merah. hati hati ya, belok kiri.",0.0,0
"Rame,parkiran luas. Tmpat tongkrongn indor dan outdor yg luas...","rame,parkiran luas. tmpat tongkrongn indor outdor yg luas...",0.0,0
"Lokasi parkir lumayan luas, harga terjangkau untuk kalangan tengah ke atas. Terdapat area bermain untuk yang membawa anak kecil kisaran umur 3 s/d 6 tahun. Ruangan untuk perokok dipisah diluar, terdapat WiFi yang lumayan kencang untuk …","lokasi parkir lumayan luas, harga terjangkau kalangan atas. area bermain membawa anak kisaran umur 3 s/d 6 tahun. ruangan perokok dipisah diluar, wifi lumayan kencang …",0.0,0
"9.9.2023, promo kali ini menarik, 2 nasi 3 ayam tanpa minum cuma 20 point..","9.9.2023, promo kali menarik, 2 nasi 3 ayam minum 20 point..",0.0,0
Anakku seneng bgt main n makan disini.. terakhir acara perpisahan PAUD sekolah pun disini.. deket dgn rumah...,anakku seneng bgt main n makan disini.. acara perpisahan paud sekolah disini.. deket dgn rumah...,0.0,0
Food court yg nyaman di sekitar Kalimalang,food court yg nyaman kalimalang,0.0,0
"Pas bgt yaa, laper habis nonton gundala, trus melipir deh kita kemari, pesennya ayam yg dua itu sama nasi dan fruittea, enak dan kenyang, habisnya cuma 90rb kalau ga salah berdua sama hubby","pas bgt yaa, laper habis nonton gundala, trus melipir deh kemari, pesennya ayam yg nasi fruittea, enak kenyang, habisnya 90rb ga salah berdua hubby",0.0,0
"Tempatnya sangat strategis sekali dan dekat dengan taman hijau sepanjang banjir kanal timur duren sawit,sangat ramai pengunjung.","tempatnya strategis taman hijau banjir kanal timur duren sawit,sangat ramai pengunjung.",0.0,0
Tempat strategis dengan pelayanan terstandar dengan baik. Parkir untuk motor tersedia cukup banyak.,strategis pelayanan terstandar baik. parkir motor tersedia banyak.,0.0,0
"Tempat nya nyaman, keren, protokol kesehatan juga lumayan ketat.pintu masuk dan keluarnya dibukain jadi ga ganti ganti tangan orang banyak. Makanannya enak, cm sausnya gada yg di dispenser sauce. Mungkin ikut ke protokol kesehatan juga kali …","nya nyaman, keren, protokol kesehatan lumayan ketat.pintu masuk keluarnya dibukain ga ganti ganti tangan orang banyak. makanannya enak, cm sausnya gada yg dispenser sauce. protokol kesehatan kali …",0.0,0
"I had lunch here & surprise with the number of customer which dine in, hard to find empty table, due to birthday celebration event on the same time.","i had lunch here & surprise with the number of customer which dine in, hard to find empty table, due to birthday celebration event on the same time.",0.0516,1
Tiap masuk pake scan peduli lindungi dan cek suhu. Mba2nya juga membantu dalam pemesanan menggunakan layar sentuh. Makanan diantar ke meja. Mau minta tanbahan saus juga akan diantar ke meja. Mantul deh mekdi.,masuk pake scan peduli lindungi cek suhu. mba2nya membantu pemesanan layar sentuh. makanan diantar meja. tanbahan saus diantar meja. mantul deh mekdi.,0.0,0
"Sistem order yg sudah pakai layar sentuh, membantu pelayanan Jd lebih cepet. Enak juga, ada MC Cafe yg menyediakan hot beverages coffee & non coffe dgn beragam pastry...","sistem order yg pakai layar sentuh, membantu pelayanan jd cepet. enak juga, mc cafe yg menyediakan hot beverages coffee & non coffe dgn beragam pastry...",0.0,0
"Lokasi strategis, enak untuk janjian dan kongkow bareng teman.. disekitar juga banyak makanan sejenis","lokasi strategis, enak janjian kongkow bareng teman.. disekitar makanan sejenis",0.0,0
"Masuknya harus daftar jelas dengan scan barcode dan cek suhu tubuh. Order via touch screen, bila tidak bisa ada yang membantu. Didisinfektan setiap habis digunakan. Tempat duduk dibatasi sesuai protokol kesehatan.","masuknya daftar scan barcode cek suhu tubuh. order via touch screen, membantu. didisinfektan habis digunakan. duduk dibatasi sesuai protokol kesehatan.",0.0,0
Solusi ketika lapar ditengah malam melanda. Pertama kali kesini waktu saya masih smp. Kira kira di tahun 2009. Untuk kapan …,solusi lapar ditengah malam melanda. kali kesini smp. 2009. …,0.0,0
Perjalanan melelahkan rest are ya ya di mari...,perjalanan melelahkan rest are ya ya mari...,0.0,0
Tempat yang cukup strategis untuk kumpul dengan area parkir yang cukup luas dan mudah dijangkau. Waktu siang AC seringkali terasa kurang dingin dan sejuk. Tempat ini selalu ramai dan penuh dengan pengunjung ... Sangat jarang sepi sehingga pelayannya sering kewalahan dan harus menunggu cukup lama untuk setiap pemesanannnya,strategis kumpul area parkir luas mudah dijangkau. siang ac seringkali dingin sejuk. ramai penuh pengunjung ... jarang sepi pelayannya kewalahan menunggu pemesanannnya,0.0,0
"Yaa.. sama dgn mekdi² lainnya Selalu rame pdhl pagi². Matcha enak, stik kejunya y standar lah..","yaa.. dgn mekdi² rame pdhl pagi². matcha enak, stik kejunya y standar lah..",0.0,0
"Great place for spending time Especially if you are trapped in traffic jam to Kalimalang, …","great place for spending time especially if you are trapped in traffic jam to kalimalang, …",0.1779,1
"Seringkali drive thru saja di MCD ini. Karna selalu ramai, sebab lokasinya yg strategis diperempatan lampu merah raden inten. Menjadi primadona tempat nongkrong u/anak muda👍 Ada MacCafe nya juga😊 …","seringkali drive thru mcd ini. karna ramai, lokasinya yg strategis diperempatan lampu merah raden inten. primadona nongkrong u/anak muda👍 maccafe nya juga😊 …",0.0,0
"Udah 10 tahun lebih mcd ini berdiri, sampe bingung mau reviewnya gimana. Overall good, friendly staff. Kalo saosnya kurang minta lagi aja dengan jumlah spesifik. Itu cara gue biasanya buat minta tambahan saos","udah 10 mcd berdiri, sampe bingung reviewnya gimana. overall good, friendly staff. kalo saosnya aja spesifik. gue tambahan saos",0.7269,1
"Sekarang sistem pemesanannya via mesin terlebih dahulu, jadi mengurangi antrian dan kita bisa duduk dulu sambil tunggu pesanannya. …","sistem pemesanannya via mesin dahulu, mengurangi antrian duduk tunggu pesanannya. …",0.0,0
"kalau masih pagi enak bgtt, apalagi abis jln pagi trs makan disinii beuhh kane! tp gaenaknya kalau udh jam 9 an keatas, rame bgttt wkwkw","pagi enak bgtt, abis jln pagi trs makan disinii beuhh kane! tp gaenaknya udh jam 9 an keatas, rame bgttt wkwkw",0.0,0
Selamat Siang🙂 Tetap stay save yahh Dan jalani prokesnya 😷 …,selamat siang🙂 stay save yahh jalani prokesnya 😷 …,0.4939,1
"Dimanapun McD berada, selalu tampak perfect di mata saya. Ayamnya juicy. Es kopi jelly floatnya juara. Burger deluxenya top.","dimanapun mcd berada, perfect mata saya. ayamnya juicy. es kopi jelly floatnya juara. burger deluxenya top.",0.6705,1
Ayam goreng dan cheeseburger terbaik cuma di mcd.,ayam goreng cheeseburger terbaik mcd.,0.0,0
Parkiran 10 ✅ Rasa makanan 10 ✅ Kecepatan sedia order 10 ✅ McD duren sawit mantap recommended 👌 …,parkiran 10 ✅ makanan 10 ✅ kecepatan sedia order 10 ✅ mcd duren sawit mantap recommended 👌 …,0.2023,1
"Letak strategis, parkir luas, tempat makan sebenarnya banyak, sejak pandemi jadi terasa dikit, pelayanan cukup cepat karena banyak pelanggan makan di tempat, drive thru, online order","letak strategis, parkir luas, makan banyak, pandemi dikit, pelayanan cepat pelanggan makan tempat, drive thru, online order",0.0,0
"McD favorit buat mampir kesini, selalu mampir kesini karena ice cream nya beda sama cabang lain dari tekstur dan rasa, mky gak pernah pindah beli ice cream selalu disini. Kentang goreng juga fresh masih hangat.","mcd favorit mampir kesini, mampir kesini ice cream nya beda cabang tekstur rasa, mky gak pindah beli ice cream disini. kentang goreng fresh hangat.",0.3182,1
Good place buat kumpul bareng teman2. Tersedia meja indoor serta outdoor. Menu yg tersedia cukup lengkap. Lokasi cukup strategis. Hanya saja d sekitar lokasi terkenal dgn kemacetannya. Ok buat iseng nongkrong sambil nunggu lalu lintas lancar hehehehe,good place kumpul bareng teman2. tersedia meja indoor outdoor. menu yg tersedia lengkap. lokasi strategis. d lokasi terkenal dgn kemacetannya. ok iseng nongkrong nunggu lintas lancar hehehehe,0.6249,1
Tempat anakku sekolah mckids 😄 …,anakku sekolah mckids 😄 …,0.0,0
Tempat nongkrongnya kaum jakarta timur khususnya anak2 bkt... habis joging lebih rekomen mampir disini..,nongkrongnya kaum jakarta timur anak2 bkt... habis joging rekomen mampir disini..,0.0,0
Karena tuh adalah salah satu tempat favorit saya untuk makan,tuh salah favorit makan,0.0,0
"securitynya perlu di brief, security rasa tukang parkir, tidak dikasih tip ngomel2","securitynya brief, security tukang parkir, dikasih tip ngomel2",0.34,1
"restoran yang terletak di Jl. Raden Inten II, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440. Tidak usah diragukan lagi untuk rasa karena mcdonald sudah langganan dari saya kecil untuk merayakan ulang tahun di mekdi, area makannya jyga luas dan sangat bersih pokoknya the best.","restoran terletak jl. raden inten ii, duren sawit, kec. duren sawit, kota jakarta timur, daerah khusus ibukota jakarta 13440. diragukan mcdonald langganan merayakan ulang mekdi, area makannya jyga luas bersih pokoknya the best.",0.6369,1
Tempatnya nyaman dan ramah pelayanannya.ada mushola tapi kecil,tempatnya nyaman ramah pelayanannya.ada mushola,0.0,0
"Baru x ini Nemu McD yg beda banget bener² sangat nyaman banget karena pelayanan servicenya sangat bagus, masuk pintu sudh di Carikan tempat duduk, ramah juga sama anak kecil sampai di samperin dan dikasih topi McD.. trimkasih MCD Duren …","x nemu mcd yg beda banget bener² nyaman banget pelayanan servicenya bagus, masuk pintu sudh carikan duduk, ramah anak samperin dikasih topi mcd.. trimkasih mcd duren …",0.0,0
Comfy place to have simple breakfast in sunny morning,comfy place to have simple breakfast in sunny morning,0.4215,1
Cabang yang selalu ramai dan pelayanannya sangat baik. Pernah saya kesulitan membawa makanan sehingga air soda saya terjatuh lalu pegawainya berinisiatif membantu membawakan dan pegawai lain memberikan segelas soda baru secara cuma-cuma untuk saya,cabang ramai pelayanannya baik. kesulitan membawa makanan air soda terjatuh pegawainya berinisiatif membantu membawakan pegawai segelas soda cuma-cuma,0.0,0
Lebih baik drive thru saja karena disini physical distancing sangat ketat dan kalau mau kumpul atau ngopi lebih lama lebih baik diurungkan karena petugasnya sangat sigap bagi customer yang tidak patuh sama protokol kesehatan...hahahahahaha,drive thru physical distancing ketat kumpul ngopi diurungkan petugasnya sigap customer patuh protokol kesehatan...hahahahahaha,0.0,0
"Bertahun2 gak ke sini, padahal dekat banget dr rumah.. Ke sini 3 hari lalu dan salut dgn penerapan protokol kesehatannya... Sistem antreannya juga sudah baik, semoga dipertahankan dan ditingkatkan 😊👍 …","bertahun2 gak sini, banget dr rumah.. 3 salut dgn penerapan protokol kesehatannya... sistem antreannya baik, semoga dipertahankan ditingkatkan 😊👍 …",0.0,0
"Menggunakan aplikasi sebelum masuk ke dalam McD dan jumlahnya dibatasi. Good. Milih menu pake aplikasi jg, jadi mengurangi kontak dengan staff, staf juga membantu jika pembeli bingung menggunakan aplikasi. …","aplikasi masuk mcd dibatasi. good. milih menu pake aplikasi jg, mengurangi kontak staff, staf membantu pembeli bingung aplikasi. …",0.4404,1
"ini mcd yg selalu rame, 24 jam ga pernah sepi, tempatnya strategis sih, walaupun ga gede2 bgt, tp udah dr dlu bgt ini mcd nya, parkir lumayan lah bisa sekitar 18 mobil, motor bisa 50 lebih, pelayan standar mcd, ramah2","mcd yg rame, 24 jam ga sepi, tempatnya strategis sih, ga gede2 bgt, tp udah dr dlu bgt mcd nya, parkir lumayan 18 mobil, motor 50 lebih, pelayan standar mcd, ramah2",0.0,0
"Waw, tempat yg asyik buat kongkow bersama keluarga dan teman teman, sejuta pemandangan indah dikala malam, hilir mudik manusia dari kota kembali ke desa, jarak tidak jadi masalah ketika dibayar dengan kenyamanan..","waw, yg asyik kongkow keluarga teman teman, sejuta pemandangan indah dikala malam, hilir mudik manusia kota desa, jarak dibayar kenyamanan..",0.0,0
Area parkir yang cukup luas dengan akses yang mudah di jalan bintara raya. Dekat ke sekolahan SDIT Al hikmah.. Biasa digunakan untuk nongkrong ibu ibu yang menunggu anak2 ekskul dan sekolah,area parkir luas akses mudah jalan bintara raya. sekolahan sdit al hikmah.. nongkrong menunggu anak2 ekskul sekolah,0.0,0
Nyaman di cek suhu sebelum masuk dan di batasi,nyaman cek suhu masuk batasi,0.0,0
Rame selalu... Tp dpet tempat duduk aja si..,rame selalu... tp dpet duduk aja si..,0.0,0
"MCD itu pertolongan pertama banget kalau lagi malas masak atau anak rewel gak mau makan. Khusunya mCD area Duren sawit yang paling dekat dengan rumah, tempatnya enak, dekat BKT jadi sekalian mampir seteah jalan pagi. Soal rasa sudah pasti, harga juga selalu ekonomis.","mcd pertolongan banget malas masak anak rewel gak makan. khusunya mcd area duren sawit rumah, tempatnya enak, bkt mampir seteah jalan pagi. pasti, harga ekonomis.",0.0,0
"Pengunjung tidak di batasi, kami di minta scan peduli lindungi namun capasitas melebihi dan tetep di persilahkan masuk... apa guna scan peduli lindungi","pengunjung batasi, scan peduli lindungi capasitas melebihi tetep persilahkan masuk... scan peduli lindungi",0.0,0
Sayang parkirannnya terlalu sempit,sayang parkirannnya sempit,0.0,0
Nunggu hujan reda,nunggu hujan reda,0.0,0
"Dari dulu ga pernah sepiiii, parkiran luas. Dan ada mc cafenya enaaak","ga sepiiii, parkiran luas. mc cafenya enaaak",0.0,0
"Ramai sekali di weekend, pelayanan msh bsa menghandle, staff lain lumyan tanggap.","ramai weekend, pelayanan msh bsa menghandle, staff lumyan tanggap.",0.0,0
Tempatnya enak buat makan dan santai,tempatnya enak makan santai,0.0,0
"kalo bisa ditingkat dua bagus deh, karna posisi dia tuh tengah tengah jd pas bgt kalo mau hangout disitu. udah gitu ada mcccafe nya lg.","kalo ditingkat bagus deh, karna posisi tuh jd pas bgt kalo hangout disitu. udah gitu mcccafe nya lg.",0.0,0
Sudah menerapkan protokol kesehatan dg baik. Di awal sampai diminta no telp dan no ktp utk tracing covid. Makanan seperti biasa enak ya,menerapkan protokol kesehatan dg baik. no telp no ktp utk tracing covid. makanan enak ya,-0.5267,0
"kaya mcd pada umumnya si strategis parkir luas, playground, smoking area, drive true, mcflurrynya oreo enak bgtt woi","kaya mcd si strategis parkir luas, playground, smoking area, drive true, mcflurrynya oreo enak bgtt woi",0.4215,1
Saya bisa makan santai di teras. Lama tidak bertemu Mac! Itu bagus sekali.,makan santai teras. bertemu mac! bagus sekali.,0.0,0
Mcd selalu enak.,mcd enak.,0.0,0
"Tempat yang tepat untuk menciptakan kenangan bersama pasangan, keluarga, dan teman sambil makan dan minum camilan yang efektif.","menciptakan kenangan pasangan, keluarga, teman makan minum camilan efektif.",0.0,0
"Toko ini masih dalam uji coba, menerima pesan antar","toko uji coba, menerima pesan",0.0,0
Pelayanan ojol di malam hari relatif lambat. Kasihan yang pesan lewat ojol..,pelayanan ojol malam relatif lambat. kasihan pesan ojol..,0.0,0
"kesukaan anak laki-laki jika datang dari rumah neneknya yang wajib dibawa sekedar untuk jajan, standar pelayanan dari MCD...","kesukaan anak laki-laki rumah neneknya wajib dibawa sekedar jajan, standar pelayanan mcd...",0.0,0
Restoran siap saji ala Amerika yang menyediakan menu spesial ayam goreng dan menu spesial minuman cola,restoran saji ala amerika menyediakan menu spesial ayam goreng menu spesial minuman cola,0.0,0
Tempat yang populer untuk berkumpul bersama teman-teman di kawasan bkt,populer berkumpul teman-teman kawasan bkt,0.0,0
Sangat ramai,ramai,0.0,0
24 jam sehari dan selalu ramai..penyelamat saat lapar...hahahaha,24 jam sehari ramai..penyelamat lapar...hahahaha,0.0,0
Habiskan saja,habiskan,0.0,0
Tempatnya nyaman dan ramai sekali,tempatnya nyaman ramai,0.0,0
"Jika kebetulan Anda lapar, Anda bisa mampir ke sini","lapar, mampir",0.0,0
. BKT.. yang baru dari Mcd.,. bkt.. mcd.,0.0,0
"Tempatnya ramai, dan mudah diakses","tempatnya ramai, mudah diakses",0.0,0
Pelayanan drive thru lebih cepat dibandingkan makan di tempat,pelayanan drive thru cepat dibandingkan makan,0.0,0
"Prosesnya tertib, tidak terlalu ramai & cepat","prosesnya tertib, ramai & cepat",0.0,0
Sayangnya makan dine in berasa master chef wkwk,sayangnya makan dine in berasa master chef wkwk,0.0,0
tempat yang bagus untuk berkumpul dengan teman2,bagus berkumpul teman2,0.0,0
Anakku suka banget makan mekdi 😁❤️ …,anakku suka banget makan mekdi 😁❤️ …,0.0,0
Setiap pagi jalan kaki dari BKT pasti singgah disini,pagi jalan kaki bkt singgah,0.0,0
Nunggu antri di drive thru harus sabar,nunggu antri drive thru sabar,0.0,0
"Dekat dengan tempat tinggal, dan ramai hingga malam hari","tinggal, ramai malam",0.0,0
McD secara umum...,mcd umum...,0.0,0
5 bintang karena saya menyukainya,5 bintang menyukainya,0.0,0
oke mantap jiwa,oke mantap jiwa,0.0,0
Murah dan ceria,murah ceria,0.0,0
Sama saja.. Bisa diandalkan banget 👍 …,saja.. diandalkan banget 👍 …,0.0,0
Pelayanannya cepat walaupun sedang ramai,pelayanannya cepat ramai,0.0,0
Mcd paling frame se jakarta,mcd frame jakarta,0.0,0
Bagus dan ramai,bagus ramai,0.0,0
Banyak dan lancar,lancar,0.0,0
kerumunan stabil qlo minggu pagi,kerumunan stabil qlo minggu pagi,0.0,0
ramee enakkk mahaal,ramee enakkk mahaal,0.0,0
Ini yang baru atau yang lama?,lama?,0.0,0
Selalu ramai dikunjungi anak muda setempat,ramai dikunjungi anak muda,0.0,0
terus mengantri,mengantri,0.0,0
Restoran yang indah Tersedia tempat parkir mobil,restoran indah tersedia parkir mobil,0.0,0
Lari pagi di BKT,lari pagi bkt,0.0,0
Normal. Selera ramah. ...buburnya. Yahuddd....,normal. selera ramah. ...buburnya. yahuddd....,0.0,0
Joslah,joslah,0.0,0
Makanan cepat saji yang andal dan mudah,makanan cepat saji andal mudah,0.0,0
Banyak sekali,,0.0,0
Mcd secara umum,mcd,0.0,0
Banyak yang gila,gila,0.0,0
Tidur siang dulu,tidur siang,0.0,0
Semakin banyak orang yang kesulitan parkir.,orang kesulitan parkir.,0.0,0
favoritku,favoritku,0.0,0
Rameee melanjutkan di sini,rameee melanjutkan,0.0,0
Cinta cinta,cinta cinta,0.0,0
Kantor Baru Saya PT.TRIHARTANA RIZKY ARDELIA,kantor pt.trihartana rizky ardelia,0.0,0
Tidak apa-apa,apa-apa,0.0,0
Jarang ke mdc bkt,jarang mdc bkt,0.0,0
Banyak orang,orang,0.0,0
Sangat ramai,ramai,0.0,0
Selalu ramai,ramai,0.0,0
Oke lah,oke,0.0,0
Dimana uang Ojol?,dimana uang ojol?,0.0,0
Terbaik...,terbaik...,0.0,0
hanya panas,panas,0.0,0
Tidak ada tempat,,0.0,0
Kurangnya kursi,kurangnya kursi,0.0,0
Titik pertemuan abak timur,titik pertemuan abak timur,0.0,0
Oke alasannya,oke alasannya,0.0,0
Akses mudah,akses mudah,0.0,0
Makanan yang bagus,makanan bagus,0.0,0
Banyak yang melanjutkan,melanjutkan,0.0,0
selalu ramai,ramai,0.0,0
Banyak yang melanjutkan,melanjutkan,0.0,0
itu kejahatan,kejahatan,0.0,0
Makanan cepat saji yang enak dan lezat,makanan cepat saji enak lezat,0.0,0
banyak yang melanjutkan,melanjutkan,0.0,0
mantaapp,mantaapp,0.0,0
Mnppp,mnppp,0.0,0
Aku rindu makan di sini,rindu makan,0.0,0
Legenda Mcd. Hahaha,legenda mcd. hahaha,0.5574,1
Sebulan sekali tidak masalah,sebulan,0.0,0
TIDAK,,0.0,0
Mc D,mc d,0.0,0
Dimana lagi...,dimana lagi...,0.0,0
Makanan cepat saji untuk sejuta orang,makanan cepat saji sejuta orang,0.0,0
Tempat Nongkorong,nongkorong,0.0,0
Istirahat yang baik.,istirahat baik.,0.0,0
Ugh,ugh,-0.4215,0
Oke,oke,0.0,0
Suka sekali,suka,0.0,0
Ada sebuah masjid,masjid,0.0,0
Mnatabz,mnatabz,0.0,0
Nona,nona,0.0,0
Wenakk,wenakk,0.0,0
Tembaga,tembaga,0.0,0
"Fast food terbaik selalu ramai, siapkan uang parkir. Ada menu baru f&b ala balado tapi baru coba minumnya asem jawa cukup enak","fast food terbaik ramai, siapkan uang parkir. menu f&b ala balado coba minumnya asem jawa enak",0.0,0
"Dateng jam 10 pagi dan berharap udah bisa beli FF. Wah ternyata belum, baru ready jam 11 huhu. Yaudah deh jd aku order menu bfastnya EGG&CHEESE MUFFIN & HASHBROWN. Lumayaaan bs bikin kenyang jg. Harga terjangkau & lebih enak. Aku lebih suka ini drpd bfast wraps huhu. Pelayanan pun ok. Sampai jumpa lagiiii👍❤ …","dateng jam 10 pagi berharap udah beli ff. belum, ready jam 11 huhu. yaudah deh jd order menu bfastnya egg&cheese muffin & hashbrown. lumayaaan bs bikin kenyang jg. harga terjangkau & enak. suka drpd bfast wraps huhu. pelayanan ok. jumpa lagiiii👍❤ …",0.7579,1
"Tempatnya strategis, cocok untuk meeting point. Namun tidak rekomen untuk kalian yg ingin mencari suasana santai/tenang, karena tempat ini selalu ramai. Staff nya sigap dan sangat membantu.","tempatnya strategis, cocok meeting point. rekomen yg mencari suasana santai/tenang, ramai. staff nya sigap membantu.",0.0,0
"Lumayan lega tempat parkirnya, strategis di sudut perempatan lampu lalin,hanya pohon yang kurang teduh Krn pendek² jadi terkesan panas, permainan anak tersedia sbg strategi dagangnya. Bisa acara hari Milad (HUT) anak dan dewasa, grup atau bukber.","lumayan lega parkirnya, strategis sudut perempatan lampu lalin,hanya pohon teduh krn pendek² terkesan panas, permainan anak tersedia sbg strategi dagangnya. acara milad (hut) anak dewasa, grup bukber.",0.0,0
"tempatnya lumayan cozy, kalo lagi ndak rame yaah... :) bangunannya jauh lebih besar dari mcd pahlawan revolusi, french friesnya juga jauh lebih crunchy","tempatnya lumayan cozy, kalo ndak rame yaah... :) bangunannya mcd pahlawan revolusi, french friesnya crunchy",0.4588,1
"Udah lama gak kesini, seringnya take away. Ternyata banyak berubah, tempatnya lebih nongkrong friendly. Pesen latte yg harga lumayan murah dengan ukuran gelas yg lumayan besar, & rasanya lumayan. Satu kurangnya skrg Mc'D kalau take away llluuuaaammmaaa banget 😱 …","udah gak kesini, take away. berubah, tempatnya nongkrong friendly. pesen latte yg harga lumayan murah ukuran gelas yg lumayan besar, & lumayan. kurangnya skrg mc'd take away llluuuaaammmaaa banget 😱 …",0.4939,1
"Mantap, kalau habis lari pagi di bkt larinya kesini sarapan pagi pengganti nasi uduk.. untuk harga murah kalau menurut saya tempatnya bersih, ada protokol kesehatanya, tapi pelayanan buruk!","mantap, habis lari pagi bkt larinya kesini sarapan pagi pengganti nasi uduk.. harga murah tempatnya bersih, protokol kesehatanya, pelayanan buruk!",0.0,0
Ada mushola nya dan pelayanan bagus...ada kolam ikan kecil juga ..,mushola nya pelayanan bagus...ada kolam ikan ..,0.0,0
Tempatnya pas sekali di Perempatan. Jadi mudah sekali untuk terlihat dari jauh. Juga cepat pelayanannya. Sehingga antrian tidak panjang walaupun ramai sekali pengunjung nya yang datang. Ada bangku outdoor dan indoor nya. Sehingga pengunjung bisa memilih posisi duduk yang diinginkan. Silakan datang menikmati hidangan McDonald's,tempatnya pas perempatan. mudah jauh. cepat pelayanannya. antrian ramai pengunjung nya datang. bangku outdoor indoor nya. pengunjung memilih posisi duduk diinginkan. silakan menikmati hidangan mcdonald's,0.0,0
"Ramai.. Lokasi strategis.. Tempat duduk ada yg di luar ruangan, ada yang di dalam ruangan.. Ada playgroundnya juga..","ramai.. lokasi strategis.. duduk yg ruangan, ruangan.. playgroundnya juga..",0.0,0
"Pelayanannya baik dan ramah,tempat luas nyaman dan bersih,parkiran luas","pelayanannya ramah,tempat luas nyaman bersih,parkiran luas",0.0,0
"Mampir sejenak beli Happy Meal The Super Mario Bros untuk koleksi mainannya. Wahana bermain nya juga ramai, banyak anak-anak, jadi seru.","mampir beli happy meal the super mario bros koleksi mainannya. wahana bermain nya ramai, anak-anak, seru.",0.8225,1
Tempat makan cepat saji yg selalu ramai... Pelayanan ramah dan sopan... Tempat parkir juga lega dan tempat makan sambil kongkow enak juga...,makan cepat saji yg ramai... pelayanan ramah sopan... parkir lega makan kongkow enak juga...,0.0,0
"Restoran cepat saji McDonald's ini buka 24 jam. Ada fasilitas drive thru, jika ingin memesan makanan tanpa parkir dan turun dari kendaraan. Ada fasilitas toilet yang berada di dalam lokasi restoran. Mushalla ada di …","restoran cepat saji mcdonald's buka 24 jam. fasilitas drive thru, memesan makanan parkir turun kendaraan. fasilitas toilet lokasi restoran. mushalla …",0.0,0
"Suka bgt nongkrong di McD ini ,tempat nya lumayan luas ,walaupun parkir nya belas bgt , pelayanan ramah cepet lagi ,bisa terima debit , credits card dan cash jadi biasanya klo abiz ziarah ke pondok kelapa pasti meliput kesini","suka bgt nongkrong mcd ,tempat nya lumayan luas ,walaupun parkir nya belas bgt , pelayanan ramah cepet ,bisa terima debit , credits card cash klo abiz ziarah pondok kelapa meliput kesini",0.3612,1
Abis jogging dan belanja2 di Pasar murah di area BKT mampir disini.,abis jogging belanja2 pasar murah area bkt mampir disini.,0.0,0
Makanan standart mcd dengan harga standar Layanan end user terkesan acuh dan cuek bebek mau shift pagi siang ataupun …,makanan standart mcd harga standar layanan end user terkesan acuh cuek bebek shift pagi siang …,0.0,0
"Standard fast food restaurant, they're service same as other mcdonald's But there's a renovation going on here.","standard fast food restaurant, they're service same as other mcdonald's but there's a renovation going on here.",0.0,0
"Tempat terjangkau, parkiran cukup luas,tempatnya bersih, untuk rasa dan harga SNI kok.","terjangkau, parkiran luas,tempatnya bersih, harga sni kok.",0.0,0
Kopinya enak 👍 Menjalankan protokol kesehatan 👍 Staf kurang berpromosi untuk promo yang sedang berlangsung …,kopinya enak 👍 menjalankan protokol kesehatan 👍 staf berpromosi promo …,0.0,0
"Ksni tdi cbain burger yg baru..allhamdulilah enaaak sih,porsi kenyang😅..krna tdi pesan dilayar cetcet,agak lama …","ksni tdi cbain burger yg baru..allhamdulilah enaaak sih,porsi kenyang😅..krna tdi pesan dilayar cetcet,agak …",0.0,0
